,start_station_id,start_lat,start_lng,borough,zip
17685,7823.03,40.814388752,-73.959052086,Manhattan,10115
17686,7126.01,40.774645,-73.92370600000001,Queens,11106
17687,4816.02,40.699440956,-73.913068295,Queens,11385
17688,7543.15,40.795508,-73.94160600000001,Manhattan,10029
17690,7020.09,40.77140426,-73.9535166,Manhattan,10075
17692,5602.06,40.72511734422387,-73.99930492043495,Manhattan,10012
17693,4784.02,40.698568,-73.918877,Brooklyn,11237
17703,3588.01,40.659053,-73.98854,Brooklyn,11215
17731,8145.03,40.833909000000006,-73.92112,The Bronx,10452
17758,6611.05,40.75630628938069,-73.99951145061095,Manhattan,10199
17770,8550.01,40.860814000000005,-73.902541,The Bronx,10468
17783,8715.06,40.871390000000005,-73.91431800000001,Manhattan,10034
17826,3660.07,40.66090560000001,-73.98685228800001,Brooklyn,11215
17827,5515.02,40.72217444,-73.98368779,Manhattan,10009
17828,5125.03,40.710451,-73.960876,Brooklyn,11249
17829,5348.02,40.716887,-73.96319799999999,Brooklyn,11211
17831,5613.04,40.725770000000004,-73.94173,Brooklyn,11222
17920,5403.05,40.71929301,-73.94500379,Brooklyn,11211
18067,5503.01,40.72226,-73.93889,Brooklyn,11222
18068,6300.04,40.74653761978055,-73.93215849995612,Queens County,11101
18083,6319.01,40.74708586,-73.94977234,Queens,11101
18087,5123.07,40.708735585,-73.925655127,Brooklyn,11237
18108,5917.02,40.73565914819229,-73.93478840589523,Queens,11101
18153,8245.03,40.842675,-73.90854399999999,The Bronx,10457
18207,6234.04,40.74523592,-73.904643893,Queens,11377
18213,6486.07,40.752371999999994,-73.925384,Queens,11101
18214,5115.01,40.708713293,-73.915032864,Queens,11385
18272,5262.09,40.713126,-73.984844,Manhattan,10002
18910,8303.06,40.846130967,-73.909293652,The Bronx,10457
19035,7060.02,40.770885229,-73.88986814,Queens,11370
19051,8799.01,40.878250718000004,-73.891895294,The Bronx,10468
19321,8579.09,40.862638000000004,-73.92005999999999,Manhattan,10034
19512,7340.06,40.78414472,-73.98362492,Manhattan,10023
19528,8194.06,40.839549,-73.913004,The Bronx,10452
19601,8111.04,40.831810116999996,-73.922316313,The Bronx,10452
19847,8088.01,40.830940000000005,-73.91125,The Bronx,10456
19850,4357.01,40.684688687,-73.909201384,Brooklyn,11207
19897,8539.02,40.859494328000004,-73.91336858300001,The Bronx,10453
19948,3460.05,40.65572216797155,-74.01000827550887,Kings County,11232
19971,5024.10,40.706410755236135,-74.00559738278389,Manhattan,10004
19983,3611.02,40.659945,-73.97750400000001,Brooklyn,11215
20080,8734.04,40.87382,-73.88661,The Bronx,10458
20155,8703.05,40.871465087,-73.888364315,The Bronx,10458
20255,5406.02,40.71850211,-73.98329859,Manhattan,10002
20259,7812.01,40.813177586,-73.909429789,The Bronx,10455
20260,8307.05,40.845724106,-73.917312622,The Bronx,10452
20264,4546.04,40.68981035,-73.97493121,Brooklyn,11221
20268,4748.07,40.696232971293156,-73.99142056703569,Brooklyn,11201
20269,4695.04,40.69467,-73.90663,Brooklyn,11237
20276,6614.01,40.757186,-73.93271899999999,Queens,11106
20288,8052.02,40.82809,-73.91288,The Bronx,10456
20548,8187.04,40.838356614,-73.935985446,Manhattan,10032
20556,7868.05,40.817755,-73.92965,The Bronx,10451
20562,8076.08,40.8301283948092,-73.88630211353302,The Bronx,10459
20593,5411.08,40.71816969454208,-73.95520135760306,Brooklyn,11211
20634,3460.04,40.656316519,-74.00966036300001,Kings County,11232
20672,8096.03,40.83202517,-73.92732560600001,The Bronx,10452
20899,4700.06,40.69608941,-73.97803415,Brooklyn,11251
20914,8624.01,40.866005200000004,-73.904254892,The Bronx,10468
20933,4775.01,40.698083997,-73.912702084,Brooklyn,11237
21121,7849.10,40.816342999999996,-73.896447,The Bronx,10459
21128,8085.09,40.832314000000004,-73.94102,Manhattan,10032
21131,3428.02,40.654733181,-74.014224648,Brooklyn,11232
21136,8262.07,40.842957497,-73.93877542,Manhattan,10032
21139,6798.01,40.762813799999996,-73.9342862,Queens,11101
21237,4721.01,40.696744204,-73.928033352,Brooklyn,11221
21311,6183.03,40.7428,-73.89584,Queens,11377
21351,8323.05,40.847409999999996,-73.91135899999999,The Bronx,10453
21358,4921.04,40.70157340873792,-73.90876293182373,Queens,11237
21430,8543.01,40.861220479,-73.921449423,Manhattan,10034
21461,7571.01,40.79558,-73.91906,Manhattan,10035
21507,7098.05,40.7739825,-73.93091340000001,Queens,11102
21564,8428.05,40.853020668,-73.918424964,The Bronx,10453
21912,6662.09,40.75767234025041,-73.90769943594933,Queens,11377
22015,6212.08,40.7449067,-73.9534573,Queens,11101
22024,8547.04,40.862058000000005,-73.92971899999999,Manhattan,10040
22083,6134.03,40.7424,-73.91808,Queens,11377
22117,4735.03,40.69811,-73.90904,Brooklyn,11237
22201,7970.05,40.822529793,-73.90178263199999,The Bronx,10456
22495,8024.05,40.827126622,-73.893612266,The Bronx,10459
22543,7835.10,40.815880537,-73.911967516,The Bronx,10455
22569,8281.06,40.843264000000005,-73.90486700000001,The Bronx,10457
22699,6176.11,40.743540273428685,-73.9243519306183,Queens,11104
22735,6185.04,40.74283,-73.9321,Queens,11101
23059,6251.06,40.745453358,-73.921917915,Queens,11377
23138,7286.05,40.781715155,-73.945863962,Manhattan,10128
23140,6839.04,40.763025942805186,-73.97209525108337,Manhattan,10022
23322,8319.01,40.846363068,-73.90374684300001,The Bronx,10457
23325,8358.03,40.849977374,-73.938099623,Manhattan,10033
23425,6392.02,40.748909999999995,-73.90899,Queens,11377
23443,3532.02,40.659176,-74.006584,Kings County,11232
23497,5137.13,40.710323100000004,-74.0043228,Manhattan,10038
23555,5371.07,40.71766197083994,-73.94880026578903,Brooklyn,11211
23557,6225.03,40.74446,-73.89764,Queens,11377
23623,6200.03,40.74462,-73.91143000000001,Queens,11377
23792,3388.02,40.652512,-74.00890600000001,Brooklyn,11232
24028,6743.06,40.759576797,-73.914357305,Queens,11377
24035,7062.07,40.772768286288304,-73.9274364709854,Queens,11102
24127,6991.12,40.771142244,-73.957679868,Manhattan,10021
24135,4474.01,40.68858,-73.91226999999999,Brooklyn,11207
24160,7931.05,40.820216417,-73.903863907,The Bronx,10456
24218,4392.04,40.685112953,-73.941184759,Brooklyn,11221
24239,6076.02,40.74132720000001,-73.937999,Queens,11101
24356,3564.04,40.657742999999996,-74.001141,Brooklyn,11232
24438,5354.01,40.716657,-73.93637,Brooklyn,11222
24441,6276.02,40.746790000000004,-73.90893,Queens,11373
24459,5051.02,40.705403686,-73.92543149,Brooklyn,11237
24468,4137.14,40.67818387977647,-74.0170168876648,Brooklyn,11231
24486,6887.03,40.765475692449535,-73.91811579465866,Queens,11103
24719,6904.06,40.766368,-73.971518,Manhattan,10035
24838,4327.09,40.684097409,-73.949890733,Brooklyn,11216
24877,7625.18,40.800471663,-73.941915512,Manhattan,10035
25046,8397.02,40.850528359,-73.901298642,The Bronx,10457
25098,7450.05,40.794987899999995,-73.9333349,Manhattan,10035
25263,6795.01,40.76341379,-73.99667444,Manhattan,10036
25308,8348.02,40.84759748,-73.9221946,The Bronx,10453
25311,5869.04,40.732572913,-73.95824194,Brooklyn,11222
25314,7948.10,40.821937203000005,-73.896758914,The Bronx,10459
25319,4199.13,40.678934096999996,-73.971869111,Brooklyn,11217
25320,5743.02,40.729720711999995,-73.948666573,Brooklyn,11222
25323,4632.10,40.69296,-73.91605,Brooklyn,11221
25503,6067.01,40.74034668087185,-73.9288607239723,Queens,11377
25551,6951.03,40.7671,-73.9169858,Queens,11101
25688,3887.03,40.6686744,-73.9618148,Brooklyn,11225
25698,8353.02,40.847455025,-73.931254625,Manhattan,10040
25752,7639.06,40.801657,-73.909513,The Bronx,10454
25764,8104.10,40.832081,-73.942386,Manhattan,10032
25808,4441.06,40.68663,-73.9168,Brooklyn,11221
25815,7870.02,40.818837046999995,-73.902218699,The Bronx,10455
25851,8432.11,40.853187588619754,-73.92715752124786,Manhattan,10040
25854,7703.14,40.806970119,-73.911869764,The Bronx,10454
25965,8182.02,40.837037,-73.890413,The Bronx,10460
26017,8138.07,40.834464192,-73.939907432,Manhattan,10032
26166,6143.05,40.742156368277286,-73.92662644386293,Queens,11101
26172,5225.02,40.71246,-73.91873000000001,Queens,11385
26204,7952.02,40.821828841999995,-73.907525301,The Bronx,10456
26814,6334.03,40.7471482490328,-73.92902433872224,Queens,11101
26938,7563.06,40.796986222,-73.93714129899999,Manhattan,10035
26976,3283.05,40.650090218,-74.01551079800001,Brooklyn,11220
27009,8550.04,40.860079999999996,-73.90079,The Bronx,10468
27011,5045.05,40.70684203101325,-73.9544353965357,Brooklyn,11249
27129,3515.01,40.658029,-73.98960500000001,Brooklyn,11215
27130,8191.01,40.839137,-73.941409,Manhattan,10032
27143,8353.09,40.84925,-73.93021999999999,Manhattan,10033
27280,8590.01,40.862827778,-73.907159209,The Bronx,10468
27286,8811.01,40.8802945,-73.88606536479999,The Bronx,10468
27322,7220.01,40.77817595,-73.899564981,Queens,11105
27339,6750.16,40.760339,-73.9222427,Queens,11106
27346,6711.13,40.759057954185856,-73.91897544264793,Queens,11103
27709,6804.01,40.764496,-73.90463199999999,Queens,11103
27719,3117.05,40.644743,-74.003754,Brooklyn,11220
27761,7696.07,40.805650711,-73.934027433,Manhattan,10035
27809,4266.03,40.683116399999996,-73.99785267,Brooklyn,11231
27814,4645.04,40.69400964865994,-73.99465128779411,Brooklyn,11201
27815,6759.15,40.76108,-73.930562,Queens,11106
27821,8198.05,40.839312,-73.922423,The Bronx,10452
27849,6158.06,40.74324,-73.908,Queens,11377
27918,3243.02,40.649143,-74.012384,Brooklyn,11220
28013,3922.02,40.671907,-73.993612,Brooklyn,11215
28100,6267.08,40.74589,-73.89915,Queens,11377
28150,4095.03,40.6773429,-74.01275056,Brooklyn,11231
28152,4507.07,40.68906,-73.90505999999999,Brooklyn,11207
28195,3736.04,40.6642406,-73.9574686,Brooklyn,11225
28234,4033.06,40.67418060000001,-73.95649470000001,Brooklyn,11216
28349,7883.06,40.816567,-73.888161,The Bronx,10474
28435,6340.09,40.748949885,-73.899890304,Queens,11377
28588,3451.01,40.654098,-74.001131,Kings County,11232
28691,3847.04,40.6679411,-73.9588,Brooklyn,11225
28898,7767.06,40.812699199,-73.90174973,The Bronx,10455
28949,6110.01,40.740790725,-73.931529403,Queens,11101
29099,4334.02,40.684915661999995,-73.922751307,Brooklyn,11233
29180,8615.01,40.866463184000004,-73.89054632199999,The Bronx,10458
29284,8130.02,40.83263,-73.925101,The Bronx,10456
29311,8507.02,40.858865976,-73.92308688199999,Manhattan,10034
29452,4994.10,40.70413,-73.90737,Queens,11385
29487,3046.03,40.643871546,-73.977452755,Kings County,11218
29491,7844.05,40.816126000000004,-73.891559,The Bronx,10474
29675,7925.04,40.819993376999996,-73.959190965,Manhattan,10115
29747,8179.03,40.836709142,-73.918329835,The Bronx,10452
29748,7692.11,40.8067581,-73.9607082,Manhattan,10027
29750,7580.01,40.797372100000004,-73.97041192,Manhattan,10025
29751,7052.01,40.771661282,-73.982690096,Manhattan,10107
29770,4617.01,40.69237074,-73.93705428,Brooklyn,11221
29807,8425.01,40.853685999999996,-73.912498,The Bronx,10453
29915,4124.04,40.680356084043396,-73.94767910242079,Brooklyn,11216
29918,7514.01,40.793459999999996,-73.92389,Manhattan,10454
30103,8236.01,40.841203809,-73.89245510100001,The Bronx,10457
30162,3129.08,40.643304706,-74.011746883,Brooklyn,11220
30256,3426.02,40.653368,-73.976291,Brooklyn,11218
30335,4963.13,40.704609999999995,-73.91054,Queens,11385
30470,8474.02,40.856468678,-73.932925344,Manhattan,10040
30658,5473.03,40.721579999999996,-73.94546,Brooklyn,11222
30719,6307.07,40.7471,-73.9028,Queens,11377
30810,8491.07,40.857164621,-73.92722010600001,Manhattan,10040
30891,8583.02,40.86308825,-73.92708993,Manhattan,10040
31039,8025.01,40.82660675,-73.929278016,The Bronx,10451
31050,6621.06,40.757310629,-73.904597759,Queens,11369
31150,4128.08,40.677779913,-74.009406686,Brooklyn,11231
31172,6134.13,40.741119944681465,-73.92103672027588,Queens,11377
31173,4965.01,40.70411791,-73.94818595,Brooklyn,11221
31303,3707.01,40.662507534,-73.99848961800001,Kings County,11232
31340,7915.11,40.820681,-73.945144,Manhattan,10030
31341,6459.07,40.752719402,-74.002572894,Manhattan,10001
31343,5436.09,40.72082834,-73.97793172,Manhattan,10009
31344,7851.04,40.815484000000005,-73.935856,Manhattan,10037
31345,4677.06,40.6942715,-73.9923272,Brooklyn,11231
31346,8156.03,40.83617913677475,-73.90730146322765,The Bronx,10456
31347,6209.05,40.7448062877224,-73.91728967428206,Queens,11377
31348,7128.08,40.773763,-73.96222088,Manhattan,10021
31351,4812.04,40.699569,-73.979827,Brooklyn,11251
31354,7039.03,40.771203,-73.903865,Queens,11370
31364,7853.01,40.816124,-73.908116,The Bronx,10455
31521,7032.06,40.772092,-73.895166,Queens,11370
31582,7830.03,40.814303756,-73.903860927,The Bronx,10455
31664,3379.03,40.652657,-74.002356,Kings County,11232
31896,7966.02,40.82394,-73.894025,The Bronx,10459
32381,4781.05,40.698477000000004,-73.98384,Brooklyn,11201
32495,3347.03,40.651354,-74.00716800000001,Brooklyn,11232
32640,8344.09,40.849715352,-73.916129947,The Bronx,10453
32805,6398.08,40.74848023448579,-73.98255586624146,Manhattan,10016
33000,8639.01,40.866899,-73.901942,The Bronx,10468
33144,4261.03,40.68143,-73.92565,Brooklyn,11233
33288,7858.02,40.817264318,-73.914810538,The Bronx,10455
33598,5140.06,40.709897,-73.94008000000001,Brooklyn,11211
33600,3811.05,40.666197,-73.99246600000001,Brooklyn,11215
33618,8441.05,40.853636621999996,-73.908745289,The Bronx,10453
33864,8643.01,40.86571,-73.90857,The Bronx,10468
33957,3356.05,40.652502,-74.013587,Brooklyn,11232
34203,8153.10,40.835798,-73.937496,Manhattan,10032
34667,4342.04,40.684870000000004,-73.9293,Brooklyn,11233
35177,8795.01,40.87949276,-73.88520503,The Bronx,10467
35411,8478.11,40.855567336,-73.905528665,The Bronx,10453
35457,7816.14,40.81437552,-73.915350199,The Bronx,10455
35459,6735.03,40.760178328,-73.907156467,Queens,11377
36790,3135.04,40.644366999999995,-73.984276,Brooklyn,11218
36964,8752.01,40.874633074,-73.892037749,The Bronx,10468
37249,8636.04,40.867357,-73.92936,Manhattan,10034
38255,8483.02,40.85514462,-73.91279625899999,The Bronx,10453
38661,8738.01,40.873870000000004,-73.89533,The Bronx,10468
38980,8040.03,40.826706,-73.888719,The Bronx,10459
41785,7626.02,40.800933,-73.913863,The Bronx,10454
42499,8129.02,40.834146261,-73.88951993,The Bronx,10460
43685,6426.05,40.750479999999996,-73.90513,Queens,11377
44843,8841.03,40.882259999999995,-73.88701999999999,The Bronx,10463
44846,8494.01,40.856708018312546,-73.90265285968779,The Bronx,10453
45007,8095.06,40.832171,-73.889686,The Bronx,10460
45012,8711.02,40.873197198,-73.906548738,The Bronx,10468
45429,6137.04,40.7423737,-73.9566,Queens,11109
45439,7613.04,40.800592660999996,-73.911056638,The Bronx,10454
45679,3547.04,40.658489,-73.985543,Brooklyn,11215
46693,3199.01,40.647628307,-73.973773122,Brooklyn,11218
46705,6460.06,40.75201,-73.89986,Queens,11377
46717,5992.02,40.737866282,-73.930199862,Queens,11101
47192,8218.04,40.838969231,-73.926117897,The Bronx,10452
47747,7363.04,40.783929467,-73.91224896899999,Queens,11105
47855,8021.11,40.827133804235565,-73.9227358996868,The Bronx,10451
48784,8715.01,40.872412,-73.912807,Manhattan,10034
49917,8049.05,40.826881,-73.941427,Manhattan,10031
50097,8233.01,40.840536,-73.919228,The Bronx,10452
50651,7009.06,40.769673,-73.906018,Queens,11105
51736,6001.01,40.738663454653064,-73.94093804061413,Queens,11101
52142,3739.06,40.665507,-73.993037,Brooklyn,11215
53036,6579.03,40.75574,-73.90342700000001,Queens,11377
53082,8080.01,40.830529,-73.894717,The Bronx,10459
54026,8496.01,40.856966971999995,-73.935655355,Manhattan,10040
54664,8676.01,40.870777607,-73.906741142,The Bronx,10463
56869,6417.04,40.750640392,-73.897712708,Queens,11377
56906,8778.01,40.876269221,-73.883624554,The Bronx,10458
57372,6587.04,40.755389,-73.911517,Queens,11373
57398,8563.06,40.861440778,-73.925523758,Manhattan,10040
58150,4086.05,40.6769993,-74.00647134,Brooklyn,11231
58361,6234.03,40.745500088,-73.90615630100001,Queens,11377
58502,8416.10,40.852360845,-73.931193233,Manhattan,10033
59418,3084.05,40.642703000000004,-74.00944100000001,Kings County,11220
60107,3000.08,40.640831,-74.01099599999999,Kings County,11220
60950,8667.01,40.869509101,-73.891459942,The Bronx,10458
60965,8107.10,40.831576824,-73.914959073,The Bronx,10456
60994,6149.02,40.74334,-73.89903000000001,Queens,11378
61187,7163.07,40.775415,-73.900063,Queens,11105
61529,8044.09,40.827301,-73.896372,The Bronx,10459
61631,3306.03,40.649983,-74.005144,Brooklyn,11232
61637,6401.01,40.750181,-73.91999799999999,Queens,11101
61712,4325.03,40.684909999999995,-73.91493,Brooklyn,11212
61726,8152.03,40.835441709,-73.901552677,The Bronx,10456
62214,3233.06,40.647104999999996,-74.004483,Brooklyn,11220
63252,4374.01,40.68512559515415,-74.02535319328308,Manhattan,10004
65217,8520.01,40.85848403,-73.909923792,The Bronx,10468
65904,4491.09,40.688131928000004,-73.92690861199999,Brooklyn,11221
67244,7905.05,40.818743,-73.890247,The Bronx,10474
67415,6383.02,40.74958,-73.90256,Queens,11377
68881,8144.09,40.836241484,-73.884356976,The Bronx,10460
69468,2912.08,40.638196,-74.013821,Brooklyn,11220
70395,2971.02,40.639896989,-74.023529649,Kings County,11220
71030,8766.03,40.875528931999995,-73.88634657899999,The Bronx,10468
71049,8278.05,40.844044,-73.933651,Manhattan,10033
73287,8206.17,40.839443,-73.937044,Manhattan,10032
75304,8277.03,40.843204141,-73.900210738,The Bronx,10457
77959,8149.09,40.834509015,-73.928415298,The Bronx,10452
78391,4179.03,40.67853,-73.91642,Brooklyn,11207
78488,4087.01,40.67621,-73.90351,Brooklyn,11233
78713,7940.02,40.820570000000004,-73.917579,The Bronx,10455
78784,4293.05,40.68158,-73.91959,Brooklyn,11207
79255,4187.04,40.67923,-73.92588,Brooklyn,11207
80399,8209.01,40.83899,-73.9109,The Bronx,10457
80839,4440.02,40.687065798759114,-74.01675585121666,Manhattan,10004
85902,2733.03,40.633385,-74.016562,Brooklyn,11220
85944,8535.01,40.858388543000004,-73.906558275,The Bronx,10453
85969,7876.07,40.81900581806558,-73.94476890563966,Manhattan,10030
87422,4628.05,40.69196566,-73.9813018,Brooklyn,11201
88135,8732.04,40.873057961,-73.918190002,Manhattan,10034
88585,3056.05,40.643546,-73.986418,Brooklyn,11218
91300,8555.05,40.860488534,-73.909199119,The Bronx,10468
91920,8441.01,40.85322,-73.90545999999999,The Bronx,10453
91969,4203.04,40.679434061,-73.904692292,Brooklyn,11233
96336,8183.08,40.83670566862804,-73.92608866095544,The Bronx,10452
100147,8535.09,40.860446810999996,-73.905845881,The Bronx,10468
102502,6819.15,40.763049364000004,-73.92067039,Queens,11103
103036,8696.05,40.871131659,-73.91144359100001,Manhattan,10034
104461,5368.03,40.71759894980997,-74.01587963104248,Manhattan,10282
105844,8720.02,40.87144520687118,-73.89289632439612,The Bronx,10468
105940,8469.05,40.85589030603889,-73.92708241939546,Manhattan,10040
106709,4170.08,40.678738832,-73.911097169,Brooklyn,11233
108729,3507.04,40.656633,-73.983864,Brooklyn,11215
109412,5002.09,40.705718637,-73.91285061800001,Queens,11385
112805,7178.02,40.776165,-73.9153175,Queens,11105
115685,8597.01,40.865741968,-73.887741446,The Bronx,10458
127157,6468.01,40.75098,-73.90799,Queens,11377
154180,8362.09,40.850121,-73.910765,The Bronx,10453
162775,4956.02,40.7031724,-73.940636,Brooklyn,11211
168531,6167.03,40.7429,-73.91395,Queens,11104
168978,8061.01,40.830179,-73.928747,The Bronx,10452
178359,5074.08,40.707888007,-73.910997987,Queens,11385
179583,7034.09,40.77171710520828,-73.93159255385399,Queens,11102
196524,6191.04,40.742636561,-73.90285205800001,Queens,11377
200356,4253.02,40.681465884812205,-73.9141568541527,Brooklyn,11212
238715,7719.13,40.807249665,-73.908053279,The Bronx,10454
254219,8632.07,40.866141,-73.922648,Manhattan,10034
260115,3019.02,40.640420675,-74.025562882,Brooklyn,11220
1679164,6514.08,40.755243,-73.94856800000001,Queens,11101
